Overall Place,Name,Number of Events,Series Points,Battle Creek Fifty K Points,Seeley Hills Classic Points,Riverview Loppet Points,Noquemanon Points,Mt. Ashwabay Summit Ski Race Points,City of Lakes Loppet Points,Vasaloppet USA Points,Finlandia Points,Pepsi Challenge Points
771,Chloe Derby,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
772,Charlotte Wollenburg,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
773,Charlotte Cowdery,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
774,Chandra Bouma,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
775,Celia Boren,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
776,Cecilia Vanden Heuvel,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
777,Cecilia Brodman,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
778,Cecile Dautriat,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
779,Catherine Lee,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
780,Catherine Augenstein,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
781,Cate Koelzer,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,Carrie Kubusek,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
783,Carrie Getzmier,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
784,Carolyn Sund,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
785,Carolyn F Brochman,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
786,Carolyn Brochman,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
787,Caroline Ray,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
788,Caroline Krzakowski,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
789,Caroline Behling-Hess,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
790,Carol Fulsher,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
791,Carmela Dantuono,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
792,Carly Stadum-Liang,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
793,Carli Fish,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
794,Carla James,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
795,Carla Anderson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
796,Carina Unger,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
797,Callie Hefstad,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
798,CUIER LIU,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
799,Buni Krause,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
800,Brynn Albrecht,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
801,Brittany Mason,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
802,Britt Peterson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
803,Britt Dick,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,Brie Bevins,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
805,Bridget Carefoot,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
806,Bridget Callaghan,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
807,Brianna Ladd,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
808,Briann Banwart,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
809,Bria Kask,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
810,Brenna Funfar,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
811,Brenda Gauvin-Chadwick,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
812,Breanne Peterson,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
813,Bonnie Pohlig,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
814,Bird Anderson,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
815,Bethany Barlow,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
816,Beth Hassler,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
817,Beth Grundy,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
818,Berit Engstrom,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
819,Becky Burdick,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
820,Beck Sponholz,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
821,Ava Rothe,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
822,Autumn Hubbell,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
823,Augie Witkowski,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
824,Audrey Urbanowicz,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
825,Audrey Hastings,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
826,Audrey Cullen,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
827,Astrid Myhre,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
828,Astri Graceheart,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
829,Ashley Van Beusekom,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
830,Arielle Courtney,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
831,Annika Olson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
832,Annie Walsh,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
833,Anne Toftegaard,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
834,Anne Hegg,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
835,Anne Gardner,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
836,Annalise Nelson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
837,Anna Li Walker,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
838,Anna Wild,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
839,Anna Vanderhoef,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
840,Anna Sennes,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
841,Anna Rudie,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
842,Anna Peikert,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
843,Anna Patenaude,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
844,Anna Ingebretson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
845,Anna Houghland,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
846,Anna Gunderson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
847,Anna Graefe,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
848,Anna Demers,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
849,Anna Crisman,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
850,Anna Bolgrien,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
851,Anna Anklam,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
852,Ann-Kristin Deverdier,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
853,Ann Pollock,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,Ann Farlely,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
855,Ann Campbell,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
856,Anja Herzog,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
857,Angela Nistler,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
858,Angela Lafuente,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
859,Andrea Meisner,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
860,Andrea Carefoot,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
861,Ana Menk,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,Amy Whitesall,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
863,Amy Sennes,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
864,Amy Myrbo,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
865,Amy Mccormack,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
866,Amy Marshall,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
867,Amy Hinck,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
868,Amy Bedinghaus,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
869,Amber Glawe,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
870,Amanda Stenberg,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
871,Amanda Smith,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
872,Alyson Chapman,1,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,Althea Gaylord,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
874,Allix Ice,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
875,Allison Slavick,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
876,Allison Quinn,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
877,Allie Pietila,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
878,Alli Larson,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
879,Alison Umbarger,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
880,Alison Erickson,1,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
881,Alicia Jepsen,1,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
882,Alexandra Cunliffe,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
883,Alessa Boes,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
884,Aleatha Muniz,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
885,Alana Miller,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
886,Aksinya Kamenshikova,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
887,Aili Earl-Torniainen,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
888,Aila Harding,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
889,Ahlea Mouser,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
890,Adilynn Jones,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
891,Addison Kannas,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
892,Addison Kannapiran,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
893,Addie Gorlin-Han,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
894,Addie Colello,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
895,Ada Halverson,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
896,Abigail Smith,1,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
897,Abigail Lee,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
898,Abby Scheller,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
899,Abby Savolt,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
900,Abby Mouch,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
901,Abby Johnson,1,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
