Name,Overall Place,Number of Events,Skadi's Chase Points,Hiihto Relay Points,First Chance Points,LL Challenge Points,Mount Ashwabay Points,City of Lakes Loppet Points,Vasaloppet Points,Pepsi Challenge Points,Ski North Ultra Points,Series Points
Matthew Pillifant,784,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Matthew Mckeever,785,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Matthew Kohner,786,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Matthew Henderson,787,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Matthew Eystad,788,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Matthew Dowling,789,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Matthew Carlson,790,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Matthew Bischof,791,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Matthew Bettendorf,792,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Matthew Allen,793,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Matt Mouser,794,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Matt Menke,795,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Matt Lynch,796,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Matt Lechevin,797,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Matt Craig,798,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Matt Boelter,799,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Mason Hawk,800,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Mark Waldoch,801,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Mark Vancleave,802,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Mark Sponholz,803,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Mark Sandberg,804,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Mark Ruff,805,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Mark Plane,806,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Mark Peugh,807,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Mark Parman,808,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Mark Oswood,809,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Mark Noel,810,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Mark Larson,811,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Mark Klosterman,812,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Mark Hickman,813,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Mark Bostrom,814,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Mark Bloomquist,815,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Mark Berens,816,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Mark Amundson,817,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Lynn Stegeman,818,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Luke Sendelbach,819,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Luke Rustad,820,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Luke O’Rourke,821,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
Luke Lysdahl,822,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Luke Jacobsen,823,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Luke Hedberg,824,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Lukas Lock-Scamp,825,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Lucas Olen,826,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Louie Seliga,827,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Lou Kohl,828,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Lorenzo Rodriguez-House,829,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Loren Jacot,830,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Logan Newman,831,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Logan Boekhoff,832,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Logan Baier,833,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Linder Wendt,834,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Liam Urbanowicz,835,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Liam Stueber,836,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Liam Lang,837,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Levi Schwartzberg,838,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Leif Ronnander,839,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Leif Jensen,840,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Leif Hanson,841,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Leevi Tarjanne,842,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Lee Evans,843,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Lars Long,844,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Lars Bettendorf,845,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Lance Karel,846,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Lake Dolan,847,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Kyle Fiebelkorn,848,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Kurt Schierenbeck,849,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Kory Lasker,850,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Kevin Smith,851,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Kevin Ousdigian,852,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Kenneth Ripp,853,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
Kelenn Perkins,854,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Kelby Youngberg,855,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Keevan Simmonds,856,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Karl Menk,857,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Karl Huemiller,858,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Karl Edgerton,859,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Kairav Santan,860,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
Kai Earl-Torniainen,861,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Kaden Halverson,862,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Kaden Aguilar,863,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Justin Eberhardt,864,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Judd Palubicki,865,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jourdon Moua,866,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Joshua Scharnberg,867,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Joshua Knight,868,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Joshua Henderson,869,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Josh Wiczek,870,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Joseph Schuster,871,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Joseph Neumann,872,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Joseph Barnes,873,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Joren Centanni,874,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jordan Woods,875,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jordan Cullen,876,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jonathon Rulseh,877,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Jonathan Lafky,878,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jonah Rue,879,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jon Varner,880,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Jon Radloff,881,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jon Nelson,882,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jon Larson,883,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jon Jurek,884,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Jon Faust,885,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
John Thielke,886,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
John Sickler,887,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
John Schneider,888,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
John Scheid,889,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
John Salden,890,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
John Mundahl,891,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
John Meccia,892,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
John Lindblom,893,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
John Jereczek,894,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
John Ipsen,895,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
John Horns,896,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
John Falter,897,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
John Boyle,898,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
John Bauer,899,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
John Amundson,900,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Johann Geyer,901,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Joey Keillor,902,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Joern Siepmann,903,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Joe Volodarskiy,904,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Joe Menigo,905,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Joe Caturia,906,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Joe Bianco,907,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Joah Schultz,908,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jim Williams,909,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jim Washatka,910,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Jim Trepka,911,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Jim Carlen,912,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Jesse Pearson,913,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jesse Coenen,914,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Jess Lewis,915,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jeramie Johnson,916,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jeffrey Pfaendtner,917,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jeffery Gray,918,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jeff Streier,919,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Jeff Melicher,920,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Jeff Hotvet,921,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Jeff Evanson,922,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jay Wenner,923,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jay Isaacson,924,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Jason Fauchier,925,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Jason Evans,926,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Jason Elhardt,927,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Jason Bolz,928,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Jared Verbeke,929,1,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0
James Mostek,930,1,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
James Holmes,931,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
James Hess,932,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
James Conway,933,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
James Casey,934,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
James Brand,935,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
James Baker,936,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
James Agre,937,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
James Adams,938,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Jakob Felger,939,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jake Schroeder,940,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Jake Mcginnis,941,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jacob Thorson,942,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Jacob Stiele,943,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jacob Morgan,944,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Jacob Gitler,945,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Jacob Endres,946,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
Jackson Lysne,947,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jack Williams,948,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jack Nightingale,949,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Jack Jagielski,950,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
Jack Hushagen,951,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Jack Callinan,952,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Isaac Miller,953,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Isaac McKeon,954,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Ian Boylan,955,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Ian Baltutis,956,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Hunter Miller,957,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Henry Brandt,958,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Henri Shein,959,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Hans Viren,960,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Hans Bettendorf,961,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Gunny Skadberg,962,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Gregory Pupillo,963,1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Gregory Leifeld,964,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Greg Weiss,965,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Greg Simpson,966,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
Greg Donofrio,967,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Grant Liebsch,968,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Glen Wiley,969,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Glen Sorenson,970,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Gill Creel,971,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Gideon Schmidt,972,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
George Sponholz,973,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
George Curry,974,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Geoffrey Johnson,975,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Gavin Kokes,976,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Gary Sandholm,977,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Fred Scheer,978,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Fred Clark,979,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Floyd Reichel,980,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Fletcher Arlen,981,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Finnegan Rodefeld,982,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Finbarr Mccarthy,983,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Ethan Jossi,984,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Ethan Collis,985,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Ethan Anderson,986,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Erik Raivo,987,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Erik Olson,988,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Erik Minge,989,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Erik Jensen,990,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Erik Berg,991,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Eric Waldron,992,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Eric Storhoff,993,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Eric Olson,994,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Eric Lehnhardt,995,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Eric Bigham,996,1,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0
Eric Bargman,997,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Elliott Samuelson,998,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
Elliott Isaacson,999,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Eli Olson,1000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Dylan Rivard,1001,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Dylan Casey,1002,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Douglas Shield,1003,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Douglas Cran,1004,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Donn Christensen,1005,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Donald Porter,1006,1,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0
Donald Hart,1007,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Dominic Falter,1008,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
Dietrich Stenberg,1009,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Devon Byers,1010,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Devin Arenz,1011,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Denny Carlson,1012,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Dennis Olmstead,1013,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Dennis Leneveu,1014,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
David Williams,1015,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
David Weider,1016,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
David Thorp,1017,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
David Strand,1018,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
David Sonnenberg,1019,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
David Searl,1020,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
David Piper,1021,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
David Nelson,1022,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
David Midthun,1023,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
David Meyer,1024,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
David Mathews,1025,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
David Masterman,1026,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
David Leske,1027,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
David Kranz,1028,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
David Jedynak,1029,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
David Jaszcak,1030,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
David Haaland,1031,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
David Gould,1032,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
David Gilmer,1033,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
David Gifford,1034,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
David Dinowitz,1035,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
David Dingmann,1036,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
David Daney,1037,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
David Byrne,1038,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
David Buchanan,1039,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
David Armstrong,1040,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Dave Witschen,1041,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
Dave Hunt,1042,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Dave Dahl,1043,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Dave Carlson,1044,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0
Dave Bridges,1045,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Dave Anderson,1046,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Daschle Kroll,1047,1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0
Darrell Patterson,1048,1,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0
